TP9,AF7,AF8,TP10,timestamps
20.8142943456769,21.10130476951599,21.652449548244476,18.083518110215664,1533058199.897
20.81440982967615,21.101807057857513,21.65288269519806,18.08334656059742,1533058199.901
20.814525313675404,21.102309346199036,21.653315842151642,18.083175003528595,1533058199.905
20.814640805125237,21.10281166434288,21.653748989105225,18.08300345391035,1533058199.909
20.81475629657507,21.103313982486725,21.65418216586113,18.082831889390945,1533058199.913
20.81484290957451,21.103690683841705,21.654507011175156,18.082703232765198,1533058199.916
20.81495840102434,21.10419300198555,21.65494015812874,18.082531668245792,1533058199.92
20.815073885023594,21.104695290327072,21.65537330508232,18.082360118627548,1533058199.924
20.815189376473427,21.105197578668594,21.655806452035904,18.082188569009304,1533058199.928
20.81530486047268,21.10569989681244,21.656239598989487,18.08201701194048,1533058199.932
20.815420351922512,21.106202214956284,21.656672775745392,18.081845454871655,1533058199.936
20.815535843372345,21.106704503297806,21.657105922698975,18.08167389780283,1533058199.94
20.815651327371597,21.107206791639328,21.657539069652557,18.081502348184586,1533058199.944
20.81576681137085,21.10770907998085,21.65797221660614,18.08133079856634,1533058199.948
20.815882302820683,21.108211398124695,21.658405363559723,18.081159241497517,1533058199.952
20.81596891582012,21.108588099479675,21.65873023867607,18.08103057742119,1533058199.955
20.816084407269955,21.109090447425842,21.659163385629654,18.080859012901783,1533058199.959
20.816199898719788,21.109592735767365,21.659596532583237,18.08068746328354,1533058199.963
20.81631538271904,21.110095024108887,21.66002967953682,18.080515913665295,1533058199.967
20.816430874168873,21.11059731245041,21.660462826490402,18.08034435659647,1533058199.971
20.816546358168125,21.111099630594254,21.660895973443985,18.080172806978226,1533058199.975
20.816661849617958,21.111601948738098,21.66132915019989,18.08000124245882,1533058199.979
20.81677734106779,21.11210423707962,21.661762297153473,18.079829692840576,1533058199.983
20.816892825067043,21.112606525421143,21.662195444107056,18.079658143222332,1533058199.987
20.817008309066296,21.113108813762665,21.66262859106064,18.079486586153507,1533058199.991
20.81712380051613,21.11361113190651,21.66306173801422,18.079315036535263,1533058199.995
20.817210413515568,21.11398783326149,21.66338661313057,18.079186372458935,1533058199.998
20.8173259049654,21.114490181207657,21.663819760084152,18.07901480793953,1533058200.002
20.817441396415234,21.11499246954918,21.664252907037735,18.078843250870705,1533058200.006
20.817556880414486,21.1154947578907,21.664686053991318,18.07867170125246,1533058200.01
20.81767236441374,21.115997046232224,21.6651192009449,18.078500151634216,1533058200.014
20.81778785586357,21.116499364376068,21.665552347898483,18.07832859456539,1533058200.018
20.817903347313404,21.117001682519913,21.66598552465439,18.078157037496567,1533058200.022
20.818018831312656,21.117503970861435,21.66641867160797,18.077985480427742,1533058200.026
20.81813432276249,21.118006259202957,21.666851818561554,18.077813930809498,1533058200.03
20.81824980676174,21.11850854754448,21.667284965515137,18.077642381191254,1533058200.034
20.818365298211575,21.119010895490646,21.667718142271042,18.07747081667185,1533058200.038
20.818451911211014,21.119387567043304,21.668042957782745,18.0773421600461,1533058200.041
20.818567402660847,21.11988991498947,21.66847613453865,18.077170595526695,1533058200.045
20.81868289411068,21.120392203330994,21.668909281492233,18.07699904590845,1533058200.049
20.818798378109932,21.120894491672516,21.669342428445816,18.076827496290207,1533058200.053
20.818913862109184,21.121396780014038,21.6697755753994,18.076655939221382,1533058200.057
20.819029361009598,21.121899127960205,21.670208752155304,18.076484382152557,1533058200.061
20.81914484500885,21.122401416301727,21.670641899108887,18.076312825083733,1533058200.065
20.819260329008102,21.12290370464325,21.67107504606247,18.07614127546549,1533058200.069
20.819375820457935,21.12340599298477,21.671508193016052,18.075969725847244,1533058200.073
20.819491304457188,21.123908281326294,21.671941339969635,18.07579816877842,1533058200.077
20.819577924907207,21.124285012483597,21.67226618528366,18.07566950470209,1533058200.08
20.81969341635704,21.124787360429764,21.672699362039566,18.075497940182686,1533058200.084
20.819808900356293,21.125289648771286,21.67313250899315,18.07532639056444,1533058200.088
20.819924391806126,21.12579193711281,21.67356565594673,18.075154840946198,1533058200.092
20.820039875805378,21.12629422545433,21.673998802900314,18.074983283877373,1533058200.096
20.82015535980463,21.126796513795853,21.674431949853897,18.07481173425913,1533058200.1
20.820270858705044,21.12729886174202,21.674865126609802,18.074640169739723,1533058200.104
20.820386342704296,21.127801150083542,21.675298273563385,18.07446862012148,1533058200.108
20.82050182670355,21.128303438425064,21.675731420516968,18.074297063052654,1533058200.112
20.82061731815338,21.128805726766586,21.67616456747055,18.07412551343441,1533058200.116
20.820732802152634,21.12930801510811,21.676597714424133,18.073953963816166,1533058200.12
20.820819422602654,21.12968474626541,21.67692255973816,18.073825292289257,1533058200.123
20.820934914052486,21.13018709421158,21.677355736494064,18.073653735220432,1533058200.127
20.82105039805174,21.1306893825531,21.677788883447647,18.073482178151608,1533058200.131
20.82116588950157,21.131191670894623,21.67822203040123,18.073310628533363,1533058200.135
20.821281373500824,21.131693959236145,21.678655177354813,18.07313907891512,1533058200.139
20.821396857500076,21.132196247577667,21.679088324308395,18.072967521846294,1533058200.143
20.82151235640049,21.132698595523834,21.6795215010643,18.07279596477747,1533058200.147
20.821627840399742,21.133200883865356,21.679954648017883,18.072624407708645,1533058200.151
20.821743324398994,21.13370317220688,21.680387794971466,18.0724528580904,1533058200.155
20.821858815848827,21.1342054605484,21.68082094192505,18.072281308472157,1533058200.159
20.821945428848267,21.134582191705704,21.681145787239075,18.072152636945248,1533058200.162
20.82206091284752,21.135084480047226,21.681578934192657,18.071981087327003,1533058200.166
20.822176411747932,21.135586827993393,21.682012110948563,18.071809522807598,1533058200.17
20.822291895747185,21.136089116334915,21.682445257902145,18.071637973189354,1533058200.174
20.822407379746437,21.136591404676437,21.682878404855728,18.07146642357111,1533058200.178
20.82252287119627,21.13709369301796,21.68331155180931,18.071294866502285,1533058200.182
20.822638362646103,21.137596011161804,21.683744728565216,18.07112330198288,1533058200.186
20.822753846645355,21.13809832930565,21.6841778755188,18.070951752364635,1533058200.19
20.822869338095188,21.13860061764717,21.68461102247238,18.07078020274639,1533058200.194
20.82298482209444,21.139102905988693,21.685044169425964,18.070608645677567,1533058200.198
20.823100313544273,21.139605194330215,21.685477316379547,18.070437096059322,1533058200.202
20.823186926543713,21.13998192548752,21.685802161693573,18.070308431982994,1533058200.205
20.823302417993546,21.140484243631363,21.686235338449478,18.07013686746359,1533058200.209
20.82341790944338,21.140986561775208,21.68666848540306,18.069965317845345,1533058200.213
20.82353339344263,21.14148885011673,21.687101632356644,18.06979376077652,1533058200.217
20.823648877441883,21.141991138458252,21.687534779310226,18.069622211158276,1533058200.221
20.823764368891716,21.142493426799774,21.68796792626381,18.06945066154003,1533058200.225
20.82387986034155,21.14299574494362,21.688401103019714,18.069279097020626,1533058200.229
20.8239953443408,21.143498063087463,21.688834249973297,18.069107547402382,1533058200.233
20.824110835790634,21.144000351428986,21.68926739692688,18.068935990333557,1533058200.237
20.824226319789886,21.144502639770508,21.689700543880463,18.068764440715313,1533058200.241
20.82434180378914,21.14500492811203,21.690133690834045,18.06859289109707,1533058200.245
20.82442842423916,21.145381659269333,21.69045853614807,18.06846421957016,1533058200.248
20.82454391568899,21.145883977413177,21.690891712903976,18.068292662501335,1533058200.252
20.824659407138824,21.146386295557022,21.69132485985756,18.06812110543251,1533058200.256
20.824774891138077,21.146888583898544,21.691758006811142,18.067949555814266,1533058200.26
20.82489037513733,21.147390872240067,21.692191153764725,18.067778006196022,1533058200.264
20.825005866587162,21.14789316058159,21.692624300718307,18.067606449127197,1533058200.268
20.825121358036995,21.148395478725433,21.693057477474213,18.067434892058372,1533058200.272
20.825236842036247,21.148897796869278,21.693490624427795,18.067263334989548,1533058200.276
20.82535233348608,21.1494000852108,21.693923771381378,18.067091785371304,1533058200.28
20.825467817485332,21.149902373552322,21.69435691833496,18.06692023575306,1533058200.284
20.82555443048477,21.150279104709625,21.694681763648987,18.06679156422615,1533058200.287
20.825669921934605,21.150781393051147,21.69511491060257,18.066620014607906,1533058200.291
20.825785413384438,21.151283711194992,21.695548087358475,18.0664484500885,1533058200.295
20.82590089738369,21.151786029338837,21.695981234312057,18.066276900470257,1533058200.299
20.826016388833523,21.15228831768036,21.69641438126564,18.066105343401432,1533058200.303
20.826131872832775,21.15279060602188,21.696847528219223,18.065933793783188,1533058200.307
20.826247364282608,21.153292924165726,21.697280704975128,18.065762229263783,1533058200.311
20.82636285573244,21.153795212507248,21.69771385192871,18.06559067964554,1533058200.315
20.826478339731693,21.154297530651093,21.698146998882294,18.065419130027294,1533058200.319
20.826593831181526,21.154799818992615,21.698580145835876,18.06524757295847,1533058200.323
20.82670931518078,21.155302107334137,21.69901329278946,18.065076023340225,1533058200.327
20.826795928180218,21.15567883849144,21.699338138103485,18.064947359263897,1533058200.33
20.82691142708063,21.156181156635284,21.69977131485939,18.06477579474449,1533058200.334
20.827026911079884,21.156683444976807,21.700204461812973,18.064604245126247,1533058200.338
20.827142395079136,21.15718576312065,21.700637608766556,18.064432688057423,1533058200.342
20.82725788652897,21.157688051462173,21.70107075572014,18.06426113843918,1533058200.346
20.82737337052822,21.158190339803696,21.70150390267372,18.064089588820934,1533058200.35
20.827488861978054,21.15869265794754,21.701937079429626,18.06391802430153,1533058200.354
20.827604353427887,21.159194946289062,21.70237022638321,18.063746474683285,1533058200.358
20.82771983742714,21.159697264432907,21.702803373336792,18.06357491761446,1533058200.362
20.82783532142639,21.16019955277443,21.703236520290375,18.063403367996216,1533058200.366
20.827950812876225,21.16070184111595,21.703669667243958,18.06323181837797,1533058200.37
20.828037425875664,21.161078572273254,21.703994512557983,18.063103146851063,1533058200.373
20.828152924776077,21.1615808904171,21.70442768931389,18.062931582331657,1533058200.377
20.82826840877533,21.16208317875862,21.70486083626747,18.062760032713413,1533058200.381
20.828383892774582,21.162585496902466,21.705293983221054,18.06258848309517,1533058200.385
20.828499384224415,21.163087785243988,21.705727130174637,18.062416926026344,1533058200.389
20.828614868223667,21.16359007358551,21.70616027712822,18.0622453764081,1533058200.393
20.8287303596735,21.164092391729355,21.706593453884125,18.062073811888695,1533058200.397
20.828845851123333,21.164594680070877,21.707026600837708,18.06190226227045,1533058200.401
20.828961335122585,21.16509699821472,21.70745974779129,18.061730712652206,1533058200.405
20.829076819121838,21.165599286556244,21.707892894744873,18.06155915558338,1533058200.409
20.829163439571857,21.165976017713547,21.7082177400589,18.061430491507053,1533058200.412
20.82927892357111,21.16647830605507,21.70865088701248,18.06125894188881,1533058200.416
20.829394422471523,21.166980624198914,21.709084063768387,18.061087377369404,1533058200.42
20.829509906470776,21.167482912540436,21.70951721072197,18.06091582775116,1533058200.424
20.829625390470028,21.16798523068428,21.709950357675552,18.060744270682335,1533058200.428
20.82974088191986,21.168487519025803,21.710383504629135,18.06057272106409,1533058200.432
20.829856373369694,21.168989837169647,21.71081668138504,18.060401156544685,1533058200.436
20.829971857368946,21.16949212551117,21.711249828338623,18.06022960692644,1533058200.44
20.83008734881878,21.16999441385269,21.711682975292206,18.060058057308197,1533058200.444
20.83020283281803,21.170496731996536,21.71211612224579,18.059886500239372,1533058200.448
20.830318316817284,21.17099902033806,21.71254923939705,18.059714950621128,1533058200.452
20.830404937267303,21.17137575149536,21.712874114513397,18.0595862865448,1533058200.455
20.830520428717136,21.171878069639206,21.713307291269302,18.059414722025394,1533058200.459
20.83063591271639,21.172380357980728,21.713740438222885,18.05924317240715,1533058200.463
20.83075140416622,21.17288264632225,21.714173585176468,18.059071615338326,1533058200.467
20.830866888165474,21.173384964466095,21.71460673213005,18.05890006572008,1533058200.471
20.830982379615307,21.173887252807617,21.715039879083633,18.058728508651257,1533058200.475
20.83109787106514,21.174389570951462,21.71547305583954,18.058556951582432,1533058200.479
20.831213355064392,21.174891859292984,21.71590620279312,18.058385394513607,1533058200.483
20.831328846514225,21.175394147634506,21.716339349746704,18.058213844895363,1533058200.487
20.831444330513477,21.17589646577835,21.716772466897964,18.05804229527712,1533058200.491
20.831530943512917,21.176273196935654,21.717097342014313,18.05791362375021,1533058200.494
20.83164643496275,21.176775485277176,21.717530488967896,18.057742074131966,1533058200.498
20.831761926412582,21.17727780342102,21.7179636657238,18.05757050961256,1533058200.502
20.831877410411835,21.177780091762543,21.718396812677383,18.057398959994316,1533058200.506
20.831992901861668,21.178282380104065,21.718829959630966,18.057227410376072,1533058200.51
20.83210838586092,21.17878469824791,21.71926310658455,18.057055853307247,1533058200.514
20.832223869860172,21.17928698658943,21.71969625353813,18.056884303689003,1533058200.518
20.832339368760586,21.179789304733276,21.720129430294037,18.056712739169598,1533058200.522
20.832454852759838,21.1802915930748,21.72056257724762,18.056541189551353,1533058200.526
20.83257033675909,21.18079388141632,21.72099569439888,18.05636963993311,1533058200.53
20.832685828208923,21.181296199560165,21.721428841352463,18.056198082864285,1533058200.534
20.832772441208363,21.18167293071747,21.72175371646881,18.056069418787956,1533058200.537
20.832887932658195,21.18217521905899,21.722186863422394,18.055897869169712,1533058200.541
20.83300342410803,21.182677537202835,21.7226200401783,18.055726304650307,1533058200.545
20.83311890810728,21.183179825544357,21.72305318713188,18.055554755032063,1533058200.549
20.833234399557114,21.18368211388588,21.723486334085464,18.055383197963238,1533058200.553
20.833349883556366,21.184184432029724,21.723919481039047,18.055211648344994,1533058200.557
20.8334653750062,21.18468675017357,21.724352657794952,18.05504008382559,1533058200.561
20.833580866456032,21.18518903851509,21.724785804748535,18.054868534207344,1533058200.565
20.833696350455284,21.185691326856613,21.725218921899796,18.05469697713852,1533058200.569
20.833811834454536,21.186193615198135,21.72565206885338,18.054525427520275,1533058200.573
20.83392732590437,21.18669593334198,21.72608521580696,18.05435387790203,1533058200.577
20.83401393890381,21.187072664499283,21.72641009092331,18.054225206375122,1533058200.58
20.834129437804222,21.187574982643127,21.726843267679214,18.054053649306297,1533058200.584
20.834244921803474,21.18807727098465,21.727276414632797,18.053882092237473,1533058200.588
20.834360405802727,21.188579559326172,21.72770956158638,18.05371054261923,1533058200.592
20.83447589725256,21.189081847667694,21.728142708539963,18.053538993000984,1533058200.596
20.834591381251812,21.18958416581154,21.728575855493546,18.05336743593216,1533058200.6
20.834706872701645,21.190086483955383,21.72900903224945,18.053195878863335,1533058200.604
20.834822364151478,21.190588772296906,21.72944214940071,18.05302432179451,1533058200.608
20.83493784815073,21.191091060638428,21.729875296354294,18.052852772176266,1533058200.612
20.835053332149982,21.19159334897995,21.730308443307877,18.05268122255802,1533058200.616
20.835139952600002,21.191970080137253,21.730633318424225,18.052552551031113,1533058200.619
20.835255436599255,21.192472398281097,21.731066465377808,18.05238100141287,1533058200.623
20.835370928049088,21.192974716424942,21.731499642133713,18.052209436893463,1533058200.627
20.83548641949892,21.193477004766464,21.731932789087296,18.05203788727522,1533058200.631
20.835601903498173,21.193979293107986,21.73236593604088,18.051866337656975,1533058200.635
20.835717387497425,21.19448158144951,21.73279908299446,18.05169478058815,1533058200.639
20.835832878947258,21.194983899593353,21.733232229948044,18.051523230969906,1533058200.643
20.83594837039709,21.195486217737198,21.733665376901627,18.0513516664505,1533058200.647
20.836063854396343,21.19598850607872,21.73409852385521,18.051180116832256,1533058200.651
20.836179345846176,21.196490794420242,21.734531670808792,18.05100855976343,1533058200.655
20.83629482984543,21.196993082761765,21.734964817762375,18.050837010145187,1533058200.659
20.83638145029545,21.197369813919067,21.735289692878723,18.05070834606886,1533058200.662
20.8364969342947,21.197872132062912,21.735722839832306,18.050536789000034,1533058200.666
20.836612425744534,21.198374450206757,21.73615601658821,18.05036523193121,1533058200.67
20.836727917194366,21.19887673854828,21.736589163541794,18.050193674862385,1533058200.674
20.83684340119362,21.1993790268898,21.737022310495377,18.05002212524414,1533058200.678
20.83695888519287,21.199881315231323,21.73745545744896,18.049850575625896,1533058200.682
20.837074384093285,21.20038366317749,21.737888604402542,18.04967901110649,1533058200.686
20.837189868092537,21.200885951519012,21.738321751356125,18.049507461488247,1533058200.69
20.83730535209179,21.201388239860535,21.738754898309708,18.049335904419422,1533058200.694
20.837420843541622,21.201890528202057,21.73918804526329,18.049164354801178,1533058200.698
20.837536327540874,21.20239281654358,21.739621192216873,18.048992805182934,1533058200.702
20.837622947990894,21.202769547700882,21.73994606733322,18.048864133656025,1533058200.705
20.837738439440727,21.20327189564705,21.740379244089127,18.0486925765872,1533058200.709
20.83785392343998,21.20377418398857,21.74081239104271,18.048521019518375,1533058200.713
20.837969414889812,21.204276472330093,21.741245537996292,18.04834946990013,1533058200.717
20.838084898889065,21.204778760671616,21.741678684949875,18.048177920281887,1533058200.721
20.838200382888317,21.205281049013138,21.742111831903458,18.048006363213062,1533058200.725
20.83831588178873,21.205783396959305,21.74254497885704,18.047834806144238,1533058200.729
20.838431365787983,21.206285685300827,21.742978125810623,18.047663249075413,1533058200.733
20.838546849787235,21.20678797364235,21.743411272764206,18.04749169945717,1533058200.737
20.838662341237068,21.20729026198387,21.74384441971779,18.047320149838924,1533058200.741
20.838748954236507,21.207666993141174,21.744169294834137,18.047191478312016,1533058200.744
20.83886444568634,21.208169281482697,21.74460244178772,18.04701992869377,1533058200.748
20.838979937136173,21.208671629428864,21.745035618543625,18.046848364174366,1533058200.752
20.839095421135426,21.209173917770386,21.745468765497208,18.046676814556122,1533058200.756
20.83921091258526,21.209676206111908,21.74590191245079,18.046505257487297,1533058200.76
20.83932639658451,21.21017849445343,21.746335059404373,18.046333707869053,1533058200.764
20.839441880583763,21.210680782794952,21.746768206357956,18.04616215825081,1533058200.768
20.839557379484177,21.21118313074112,21.74720135331154,18.045990593731403,1533058200.772
20.83967286348343,21.21168541908264,21.74763450026512,18.04581904411316,1533058200.776
20.83978834748268,21.212187707424164,21.748067647218704,18.045647487044334,1533058200.78
20.839903838932514,21.212689995765686,21.748500794172287,18.04547593742609,1533058200.784
20.839990451931953,21.21306672692299,21.748825669288635,18.045347273349762,1533058200.787
20.840105935931206,21.21356901526451,21.749258816242218,18.045175716280937,1533058200.791
20.84022143483162,21.214071363210678,21.749691992998123,18.045004159212112,1533058200.795
20.84033691883087,21.2145736515522,21.750125139951706,18.044832602143288,1533058200.799
20.840452402830124,21.215075939893723,21.75055828690529,18.044661052525043,1533058200.803
20.840567894279957,21.215578228235245,21.75099143385887,18.0444895029068,1533058200.807
20.84068338572979,21.21608054637909,21.751424580812454,18.044317938387394,1533058200.811
20.840798869729042,21.216582864522934,21.751857727766037,18.04414638876915,1533058200.815
20.840914361178875,21.217085152864456,21.75229087471962,18.043974831700325,1533058200.819
20.841029845178127,21.21758744120598,21.752724021673203,18.04380328208208,1533058200.823
20.841116465628147,21.21796417236328,21.75304889678955,18.043674618005753,1533058200.826
20.8412319496274,21.218466460704803,21.753482043743134,18.043503060936928,1533058200.83
20.841347441077232,21.218968778848648,21.75391522049904,18.043331496417522,1533058200.834
20.841462932527065,21.219471096992493,21.75434836745262,18.04315994679928,1533058200.838
20.841578416526318,21.219973385334015,21.754781514406204,18.042988397181034,1533058200.842
20.84169390052557,21.220475673675537,21.755214661359787,18.04281684011221,1533058200.846
20.841809391975403,21.22097796201706,21.755647778511047,18.042645290493965,1533058200.85
20.841924883425236,21.221480280160904,21.756080955266953,18.04247372597456,1533058200.854
20.842040367424488,21.22198259830475,21.756514102220535,18.042302176356316,1533058200.858
20.84215585887432,21.22248488664627,21.756947249174118,18.04213062673807,1533058200.862
20.842271342873573,21.222987174987793,21.7573803961277,18.041959069669247,1533058200.866
20.842357963323593,21.223363906145096,21.75770527124405,18.04183040559292,1533058200.869
20.842473447322845,21.223866194486618,21.758138418197632,18.041658855974674,1533058200.873
20.84258893877268,21.224368512630463,21.758571594953537,18.04148729145527,1533058200.877
20.84270443022251,21.224870830774307,21.75900474190712,18.041315741837025,1533058200.881
20.842819914221764,21.22537311911583,21.759437888860703,18.0411441847682,1533058200.885
20.842935398221016,21.22587540745735,21.759871006011963,18.040972635149956,1533058200.889
20.84305088967085,21.226377695798874,21.760304152965546,18.04080108553171,1533058200.893
20.84316638112068,21.22688001394272,21.76073732972145,18.040629521012306,1533058200.897
20.843281865119934,21.227382332086563,21.761170476675034,18.040457971394062,1533058200.901
20.843397356569767,21.227884620428085,21.761603623628616,18.040286414325237,1533058200.905
20.84351284056902,21.228386908769608,21.7620367705822,18.040114864706993,1533058200.909
20.84359946101904,21.22876363992691,21.762361645698547,18.039986200630665,1533058200.912
20.84371494501829,21.229265928268433,21.76279479265213,18.03981464356184,1533058200.916
20.843830436468124,21.229768246412277,21.763227969408035,18.039643086493015,1533058200.92
20.843945927917957,21.230270564556122,21.763661116361618,18.03947152942419,1533058200.924
20.84406141191721,21.230772852897644,21.76409423351288,18.039299979805946,1533058200.928
20.844176895916462,21.231275141239166,21.76452738046646,18.039128430187702,1533058200.932
20.844292394816875,21.23177745938301,21.764960557222366,18.038956865668297,1533058200.936
20.844407878816128,21.232279747724533,21.76539370417595,18.038785308599472,1533058200.94
20.84452336281538,21.232782065868378,21.765826851129532,18.038613758981228,1533058200.944
20.844638854265213,21.2332843542099,21.766259998083115,18.038442209362984,1533058200.948
20.844725467264652,21.233661085367203,21.766584873199463,18.038313537836075,1533058200.951
20.844840951263905,21.234163373708725,21.767018020153046,18.03814198821783,1533058200.955
20.844956450164318,21.23466569185257,21.76745119690895,18.037970423698425,1533058200.959
20.84507193416357,21.235167980194092,21.767884343862534,18.03779887408018,1533058200.963
20.845187418162823,21.235670298337936,21.768317461013794,18.037627324461937,1533058200.967
20.845302909612656,21.23617258667946,21.768750607967377,18.037455767393112,1533058200.971
20.845418393611908,21.23667487502098,21.76918375492096,18.037284217774868,1533058200.975
20.84553388506174,21.237177193164825,21.769616931676865,18.037112653255463,1533058200.979
20.845649376511574,21.237679481506348,21.770050078630447,18.03694110363722,1533058200.983
20.845764860510826,21.238181799650192,21.77048322558403,18.036769554018974,1533058200.987
20.84588035196066,21.238684087991714,21.770916372537613,18.03659799695015,1533058200.991
20.8459669649601,21.239060819149017,21.77124124765396,18.03646933287382,1533058200.994
20.84608244895935,21.23956310749054,21.771674394607544,18.036297783255577,1533058200.998
20.846197947859764,21.240065425634384,21.77210757136345,18.03612621873617,1533058201.002
20.846313431859016,21.240567713975906,21.77254068851471,18.035954669117928,1533058201.006
20.84642891585827,21.24107003211975,21.772973835468292,18.035783112049103,1533058201.01
20.8465444073081,21.241572320461273,21.773406982421875,18.03561156243086,1533058201.014
20.846659891307354,21.242074608802795,21.773840129375458,18.035440012812614,1533058201.018
20.846775382757187,21.24257692694664,21.774273306131363,18.03526844829321,1533058201.022
20.84689087420702,21.243079215288162,21.774706453084946,18.035096891224384,1533058201.026
20.847006358206272,21.243581533432007,21.77513960003853,18.03492534160614,1533058201.03
20.847121842205524,21.24408382177353,21.77557274699211,18.034753791987896,1533058201.034
20.847208462655544,21.244460552930832,21.77589762210846,18.034625120460987,1533058201.037
20.847323946654797,21.244962841272354,21.776330769062042,18.034453570842743,1533058201.041
20.84743944555521,21.2454651594162,21.776763916015625,18.034282006323338,1533058201.045
20.847554929554462,21.24596744775772,21.777197062969208,18.034110456705093,1533058201.049
20.847670413553715,21.246469765901566,21.77763020992279,18.03393890708685,1533058201.053
20.847785905003548,21.246972054243088,21.778063356876373,18.033767350018024,1533058201.057
20.84790139645338,21.247474372386932,21.77849653363228,18.0335957929492,1533058201.061
20.848016880452633,21.247976660728455,21.77892968058586,18.033424235880375,1533058201.065
20.848132371902466,21.248478949069977,21.779362827539444,18.03325268626213,1533058201.069
20.848247855901718,21.24898126721382,21.779795974493027,18.033081136643887,1533058201.073
20.848334468901157,21.249357998371124,21.780120849609375,18.032952465116978,1533058201.076
20.84844996035099,21.249860286712646,21.780553996562958,18.032780915498734,1533058201.08
20.848565451800823,21.25036260485649,21.78098714351654,18.032609350979328,1533058201.084
20.848680935800076,21.250864893198013,21.781420290470123,18.032437801361084,1533058201.088
20.84879642724991,21.251367181539536,21.781853437423706,18.03226625174284,1533058201.092
20.84891191124916,21.25186949968338,21.78228658437729,18.032094694674015,1533058201.096
20.849027402698994,21.252371788024902,21.78271973133087,18.03192314505577,1533058201.1
20.849142894148827,21.252874106168747,21.783152908086777,18.031751580536366,1533058201.104
20.84925837814808,21.25337639451027,21.78358605504036,18.03158003091812,1533058201.108
20.849373869597912,21.253878712654114,21.784019201993942,18.031408481299877,1533058201.112
20.849489353597164,21.254381000995636,21.784452348947525,18.031236924231052,1533058201.116
20.849575966596603,21.25475773215294,21.784777224063873,18.031108260154724,1533058201.119
20.849691458046436,21.25526002049446,21.785210371017456,18.0309367030859,1533058201.123
20.84980694949627,21.255762338638306,21.78564351797104,18.030765146017075,1533058201.127
20.84992243349552,21.256264626979828,21.78607666492462,18.03059358894825,1533058201.131
20.850037924945354,21.25676691532135,21.786509811878204,18.030422039330006,1533058201.135
20.850153408944607,21.257269233465195,21.786942958831787,18.03025048971176,1533058201.139
20.85026889294386,21.257771521806717,21.78737610578537,18.030078932642937,1533058201.143
20.850384391844273,21.25827383995056,21.787809282541275,18.029907375574112,1533058201.147
20.850499875843525,21.258776128292084,21.788242429494858,18.029735818505287,1533058201.151
20.850615359842777,21.25927844643593,21.78867557644844,18.029564268887043,1533058201.155
20.850701980292797,21.25965514779091,21.78900045156479,18.029435604810715,1533058201.158
20.85081746429205,21.260157465934753,21.78943359851837,18.02926404774189,1533058201.162
20.850932955741882,21.260659754276276,21.789866745471954,18.029092498123646,1533058201.166
20.851048447191715,21.26116207242012,21.790299892425537,18.02892093360424,1533058201.17
20.851163931190968,21.261664360761642,21.79073303937912,18.028749383985996,1533058201.174
20.8512794226408,21.262166649103165,21.791166186332703,18.028577834367752,1533058201.178
20.851394906640053,21.26266896724701,21.791599333286285,18.028406277298927,1533058201.182
20.851510398089886,21.263171285390854,21.79203251004219,18.028234720230103,1533058201.186
