TP9,AF7,AF8,TP10,timestamps
40.38765541260224,39.05131751744666,10.714411307942116,31.79811212939196,1533057361.738
39.21164982269208,33.73390957442203,1.5270401040886816,36.16498486330935,1533057361.742
29.245235970033885,35.657906871422405,-2.85848177725431,31.170330313035816,1533057361.746
22.46054123484978,40.12209573810164,-7.861633369260254,22.9882587843046,1533057361.75
24.04144017263316,36.278239840759525,0.4213155694084292,18.671267744843064,1533057361.754
43.96330928153145,29.74303093900196,8.850834731791757,27.30674146466351,1533057361.758
39.49928923024474,26.742226758333253,11.21403066446553,26.82282861015326,1533057361.762
25.066387781045865,27.45613033686721,12.767499182930685,21.545158511976464,1533057361.766
19.143563648925703,21.81840397006722,-7.29592246815251,18.02828900315042,1533057361.769
16.540693546479975,18.176484096096043,4.828718646363823,16.21879577121192,1533057361.773
37.96564284877095,17.097388778207332,10.262930875722928,27.985585304140603,1533057361.777
43.4149415788438,11.828703990992892,1.466904234608368,34.427206541800544,1533057361.781
24.910571426869826,10.670675077434874,1.9755547584003768,28.781027699282056,1533057361.785
13.27315108005102,9.255179849450718,-9.835831123964502,17.941906382363474,1533057361.789
15.641158853809534,8.871087266363185,-14.95474229503563,12.017498995105967,1533057361.793
33.35582435190625,12.587389497529577,-0.4636924128785148,17.575390566879772,1533057361.797
40.44843039385249,13.123392695947375,7.317950937203554,27.212771893589107,1533057361.801
35.71674981074691,13.494812476196577,-8.350615702658402,34.62420866662877,1533057361.805
22.47214651823675,12.144099132515834,-16.069209810411465,25.741318676137112,1533057361.808
7.493315405883886,3.940132361544396,-6.690734255157143,8.763302810185053,1533057361.812
20.17857052085162,-1.2739681030060528,10.39190249023856,21.84951287803699,1533057361.816
34.628672664543686,-1.3163665449395183,-7.872365100635732,38.52895019819155,1533057361.82
26.924603183956705,-4.382752434121118,-2.977521227366771,35.057945706503645,1533057361.824
21.741075745460456,1.839505513525038,10.18808553020421,33.63461891696079,1533057361.828
21.007855045602867,7.782686066046864,-0.368788731544818,25.988278131691004,1533057361.832
32.27286929747127,6.333143618696945,13.311527944067912,24.35075180695744,1533057361.836
48.88778159890008,8.095048249269395,27.371089626579536,33.740128941508985,1533057361.84
36.45130602509638,10.661650010512483,30.34114129290853,35.21993433455619,1533057361.844
19.98290435584067,13.661433643087086,10.310838649558567,29.39501980637933,1533057361.848
14.669734075879754,18.457224700166197,-4.97048789907143,19.516708824878727,1533057361.851
23.323292135539774,17.93301593847883,17.086978521611723,18.086333052431407,1533057361.855
39.05415698115437,16.14426281068666,14.093798815287244,26.72657181828386,1533057361.859
27.352944580434407,19.60868729822853,15.258759336859567,28.577406033342807,1533057361.863
12.089737679179423,23.54009411306392,32.83884392907918,22.928396260067174,1533057361.867
6.823098828873951,23.51287442850868,3.863688213133024,13.694734127341622,1533057361.871
20.48048419754456,22.74398821458276,2.011627711896975,14.247947460598672,1533057361.875
41.60893639664747,25.917898038298585,14.72248287558534,20.442685574663187,1533057361.879
33.56679079547932,25.776187460039186,11.576929680861774,23.31308147842693,1533057361.883
18.540552978511677,29.324578726135663,0.5424326197333693,23.07744734985553,1533057361.887
6.835487314052197,33.284220926444746,-11.68477053564506,16.344458825437357,1533057361.891
13.64939332356951,30.7862587317397,7.191659363499634,14.597404106826616,1533057361.894
32.76699619983347,32.264545830485645,25.32922267706254,28.621839498111967,1533057361.898
29.95899380828701,34.05315494654912,24.356885058962128,37.59387776797053,1533057361.902
16.92125122849095,34.16332536791819,25.49308168205326,33.81654790488118,1533057361.906
7.382221854967684,34.70253307711275,9.425162033447233,25.26631684319424,1533057361.91
14.027786885231391,34.75450321006681,9.239582746096804,21.47064712209032,1533057361.914
38.205893520777046,33.73805971656815,17.21430898634484,30.820748523266214,1533057361.918
34.07581185760278,31.75620086326637,24.58273278549796,38.40582198166376,1533057361.922
